web_scraper_order,web_scraper_start_url,pagination,data,price,data2,data3,data4,rating,data6,data16
"1786479440-808","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=44&page_size=26","2016 Honda ACCORD 2.0 (ปี 13-19) E Sedan","489,000 บาท","2016 Honda ACCORD 2.0 E Sedan รถสวย อุปกรณ์ครบ บุ๊ค คู่มือ กุญแจสำรอง ราคา 489,000 บาท ...","75 - 80K กม.","กรุงเทพมหานคร","Honda ACCORD","มือสอง","เกียร์อัตโนมัติ"
"1786479440-809","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=44&page_size=26","2022 Suzuki SWIFT 1.2 (ปี 18-25) GL Plus Hatchback","359,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป2แสนหนึ่งหมื่นสามพันบาท ✨ ผ่อนแค่ 6,XXX / ...","77583 กม.","กรุงเทพมหานคร","Suzuki SWIFT","มือสอง","เกียร์อัตโนมัติ"
"1786479440-810","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=44&page_size=26","2024 Honda HR-V 1.5 (ปี 22-28) e:HEV EL SUV - e HEV EL AT ...","765,000 บาท","2024 Honda HR-V e:HEV EL - รถอยู่ในสภาพดีอย่างแน่นอน ได้รับการดูแลเป็นอย่างดีและให้บริการท ...","25 - 30K กม.","กรุงเทพมหานคร","Honda HR-V","มือสอง","เกียร์อัตโนมัติ"
"1786479440-811","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=44&page_size=26","2022 Mitsubishi PAJERO SPORT 2.4 (ปี 19-25) GT Plus SUV   ...","679,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป6แสนเจ็ดหมื่นห้าพันบาท ✨ ผ่อนแค่ 11,XXX / ...","85279 กม.","กรุงเทพมหานคร","Mitsubishi PAJERO SPORT","มือสอง","เกียร์อัตโนมัติ"
"1786479440-812","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=44&page_size=26","2022 Ford EVEREST 2.0 (ปี 15-22) Titanium+ SUV - Titanium ...","799,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป8แสนบาท ✨ ผ่อนแค่ 13,XXX / เดือน ✨ ...","89147 กม.","กรุงเทพมหานคร","Ford EVEREST","มือสอง","เกียร์อัตโนมัติ"
"1786479445-813","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2023 Ford RANGER 2.0 Double Cab (ปี 22-28) Stormtrak Hi-Ri...","779,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป4แสนห้าพันบาท ✨ ผ่อนแค่ 14,XXX / เดือน ✨ ...","79154 กม.","กรุงเทพมหานคร","Ford RANGER","มือสอง","เกียร์อัตโนมัติ"
"1786479445-814","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2023 Isuzu D-MAX 1.9 Cab-4 (ปี 19-26) Hi-Lander M Pickup  ...","699,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป3แสนสามหมื่นสี่พันบาท ✨ ผ่อนแค่ 11,XXX / ...","93536 กม.","กรุงเทพมหานคร","Isuzu D-MAX","มือสอง","เกียร์อัตโนมัติ"
"1786479445-815","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2020 Toyota Corolla Altis 1.8 (ปี 19-25) Hybrid Entry Seda...","459,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป4แสนสองหมื่นบาท ✨ ผ่อนแค่ 7,XXX / เดือน ✨ ...","133000 กม.","กรุงเทพมหานคร","Toyota Corolla Altis","มือสอง","เกียร์อัตโนมัติ"
"1786479445-816","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2020 Honda CR-V 2.4 (ปี 17-21) S SUV","535,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป8แสนสองหมื่นสี่พันบาท ✨ ผ่อนแค่ 8,XXX / เดือน ...","81827 กม.","กรุงเทพมหานคร","Honda CR-V","มือสอง","เกียร์อัตโนมัติ"
"1786479445-817","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2022 Toyota HILUX REVO 2.4 Double Cab Prerunner Mid Pickup...","639,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป2แสนสามหมื่นห้าพันบาท ✨ ผ่อนแค่ 10,XXX / ...","79513 กม.","กรุงเทพมหานคร","Toyota HILUX REVO","มือสอง","เกียร์อัตโนมัติ"
"1786479445-818","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2022 Isuzu D-MAX 1.9 Cab-4 (ปี 19-26) Hi-Lander L DA Picku...","579,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป2แสนสามหมื่นหกพันบาท ✨ ผ่อนแค่ 10,XXX / เดือน ...","42784 กม.","กรุงเทพมหานคร","Isuzu D-MAX","มือสอง","เกียร์อัตโนมัติ"
"1786479445-819","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2019 MG MG3 1.5 (ปี 18-22) V Hatchback - 3 AT","150,000 บาท","สภาพเหมือนป้ายแดง ผู้หญิงใช้แค่ 88,000 โลไมล์แท้ใช้ น้อยมาก มี Sunroof จอled ...","88000 กม.","กรุงเทพมหานคร","","มือสอง","เกียร์อัตโนมัติ"
"1786479445-820","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2019 Isuzu MU-X 1.9 (ปี 13-19) DVD Navi DA SUV","599,000 บาท","NEW ARRIVAL !!!! รถสวยเข้าใหม่ครับ !!!! 😍 ISUZU MUX 1.9 DVD NAVI 2019 😍 👍 รถมือเดียว ...","180000 กม.","ขอนแก่น","Isuzu MU-X","มือสอง","เกียร์อัตโนมัติ"
"1786479445-821","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2019 Toyota CAMRY 2.5 (ปี 18-24) G Sedan","659,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป9แสนสองหมื่นบาท ✨ ผ่อนแค่ 11,XXX / เดือน ✨ ...","155121 กม.","กรุงเทพมหานคร","Toyota CAMRY","มือสอง","เกียร์อัตโนมัติ"
"1786479445-822","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2021 Mazda CX-30 2.0 (ปี 20-26) SP SUV","528,000 บาท","NEW ARRIVAL !!!! รถสวยเข้าใหม่ครับ !!!! 😍 MAZDA CX30 2.0SP รุ่น TOP 2021 😍 👍 ...","98000 กม.","ขอนแก่น","","มือสอง","เกียร์อัตโนมัติ"
"1786479445-823","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2019 Toyota C-HR 1.8 (ปี 17-23) Mid SUV","458,000 บาท","🎉 NEW ARRIVAL !!!! รถสวยเข้าใหม่ครับ !!!! 🎉 😍 TOYOTA CHR 1.8 MID 2019 😍 👍 ...","99000 กม.","ขอนแก่น","Toyota C-HR","มือสอง","เกียร์อัตโนมัติ"
"1786479445-824","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2019 Toyota Yaris Ativ 1.2 (ปี 17-22) G Sedan","314,000 บาท","🎉 NEW ARRIVAL !!!! รถสวยเข้าใหม่ครับ !!!! 🎉 🥰 TOYOTA YARIS ATIV 1.2G 2019 🥰 👍 ...","50000 กม.","ขอนแก่น","Toyota Yaris Ativ","มือสอง","เกียร์อัตโนมัติ"
"1786479445-825","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2017 BMW 320d 2.0 F30 (ปี 11-16) Luxury Sedan","539,000 บาท","🎉 NEW ARRIVAL !!!! รถสวยเข้าใหม่ครับ !!!! 🎉 😍 BMW SERIES 3 320D LCI 2017 😍 👍 ...","100000 กม.","ขอนแก่น","BMW 320d","มือสอง","เกียร์อัตโนมัติ"
"1786479445-826","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2024 Toyota Yaris Ativ 1.2 (ปี 22-28) Premium Luxury Sedan...","508,000 บาท","🎉 NEW ARRIVAL !!!! รถสวยเข้าใหม่ครับ !!!! 🎉 🥰 YARIS ATIV 1.2 PREMIUM LUXURY 2024 🥰 👍 ...","30000 กม.","ขอนแก่น","Toyota Yaris Ativ","มือสอง","เกียร์อัตโนมัติ"
"1786479445-827","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2016 BMW X1 2.0 E84 (ปี 09-15) sDrive18i xLine SUV","399,000 บาท","🎉 NEW ARRIVAL !!!! รถสวยเข้าใหม่ครับ !!!! 🎉 😍 BMW X1 XLINE E84 LCI 2016 😍 👍 รถศูนย์ BMW ...","99000 กม.","ขอนแก่น","BMW X1","มือสอง","เกียร์อัตโนมัติ"
"1786479445-828","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2024 Toyota YARIS 1.2 (ปี 17-25) Sport Hatchback","419,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป1แสนสามหมื่นบาท ✨ ผ่อนแค่ 7,XXX / เดือน ✨ ...","32072 กม.","กรุงเทพมหานคร","Toyota YARIS","มือสอง","เกียร์อัตโนมัติ"
"1786479445-829","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2021 Honda City 1.0 (ปี 19-26) V Sedan","347,000 บาท","🎉 NEW ARRIVAL !!!! รถสวยเข้าใหม่ครับ !!!! 🎉 😍 HONDA CITY 1.0 V TURBO 2021 😍 🌈 มาพร้อม ...","89000 กม.","ขอนแก่น","Honda City","มือสอง","เกียร์อัตโนมัติ"
"1786479445-830","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2017 BMW X1 1.5 F48 (ปี 16-20) sDrive18i xLine SUV","509,000 บาท","🎉 NEW ARRIVAL !!!! รถสวยเข้าใหม่ครับ !!!! 🎉 😍 BMW X1 F48 2017 😍 👍 รถออกศูนย์ BMW THAILAND ...","100000 กม.","ขอนแก่น","BMW X1","มือสอง","เกียร์อัตโนมัติ"
"1786479445-831","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2015 BMW 525d 2.0 F10 (ปี 10-16) M Sport Sedan","599,000 บาท","🎉 NEW ARRIVAL !!!! รถสวยเข้าใหม่ครับ !!!! 🎉 😍 BMW 525D MSPORT LCI 2015 😍 👍 รถออกศูนย์ BMW ...","180000 กม.","ขอนแก่น","","มือสอง","เกียร์อัตโนมัติ"
"1786479445-832","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2014 Toyota FORTUNER 3.0 (ปี 12-15) V SUV","462,000 บาท","🎉 NEW ARRIVAL !!!! รถสวยเข้าใหม่ครับ !!!! 🎉 😍 TOYOTA FORTUNER 3.0V 5 เกียร์ 2014 😍 👍 ...","200000 กม.","ขอนแก่น","Toyota FORTUNER","มือสอง","เกียร์อัตโนมัติ"
"1786479445-833","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2021 Mazda 2 1.3 (ปี 15-25) C Sports Hatchback","339,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป2แสนห้าหมื่นเจ็ดพันบาท ✨ ผ่อนแค่ 5,XXX / ...","67106 กม.","กรุงเทพมหานคร","Mazda 2","มือสอง","เกียร์อัตโนมัติ"
"1786479445-834","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2019 Mazda CX-5 2.0 (ปี 17-26) SP SUV","529,000 บาท","NEW ARRIVAL !!!! รถสวยเข้าใหม่ครับ !!!! 😍 MAZDA CX5 2.0SP 2019 😍 👍 รถมือเดียวออกป้ายแดง 👍 ...","90000 กม.","ขอนแก่น","Mazda CX-5","มือสอง","เกียร์อัตโนมัติ"
"1786479445-835","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2023 Honda CIVIC 2.0 FE (ปี 21-26) e:HEV EL+ Sedan - e HEV...","779,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป3แสนสามหมื่นบาท ✨ ผ่อนแค่ 13,XXX / เดือน ✨ ...","82145 กม.","กรุงเทพมหานคร","Honda CIVIC","มือสอง","เกียร์อัตโนมัติ"
"1786479445-836","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=45&page_size=26","2018 Toyota C-HR 1.8 (ปี 17-23) HV Hi SUV","499,000 บาท","#รับประกัน35000กิโลเมตร #ประหยัดจากป้ายแดงไป6แสนหกหมื่นบาท ✨ ผ่อนแค่ 8,XXX / เดือน ✨ ...","90001 กม.","กรุงเทพมหานคร","Toyota C-HR","มือสอง","เกียร์อัตโนมัติ"
