web_scraper_order,web_scraper_start_url,pagination,data,price,data2,data3,data4,rating,data6,data16
"1786479242-37","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=2&page_size=26","2023 Isuzu MU-X 3.0 (ปี 20-26) Elegant SUV","849,000 บาท","ผ่อน 14,XXX บาท ออกรถ 999 มือแรก ประวัติเช็คศูนย์ สีเดิมบาง SUV 7 ที่นั่ง ...","85 - 90K กม.","กรุงเทพมหานคร","Isuzu MU-X","มือสอง","เกียร์อัตโนมัติ"
"1786479242-38","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=2&page_size=26","2020 Toyota CAMRY 2.0 (ปี 18-24) G Sedan","599,000 บาท","ผ่อน 10,XXX บาท ออกรถ 999 มือแรก ประวัติเช็คศูนย์ สีเดิมบาง ซีดานพรีเมียมยอดนิยม ...","95 - 100K กม.","กรุงเทพมหานคร","Toyota CAMRY","มือสอง","เกียร์อัตโนมัติ"
"1786479242-39","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=2&page_size=26","2021 Mitsubishi PAJERO SPORT 2.4 (ปี 19-25) GT Plus SUV   ...","689,000 บาท","ผ่อน 11,XXX บาท SUV 7 ที่นั่ง รุ่นยอดนิยม ขุมพลังดีเซลเทอร์โบ แรง ประหยัดน้ำมัน ออปชันครบ ...","95 - 100K กม.","กรุงเทพมหานคร","Mitsubishi PAJERO SPORT","มือสอง","เกียร์อัตโนมัติ"
"1786479242-40","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=2&page_size=26","2022 Toyota FORTUNER 2.4 (ปี 15-25) V SUV","799,000 บาท","ผ่อน 13,xxx ออกรถ 999 มือแรก ประวัติเช็คศูนย์ สีเดิมบาง 7 ที่นั่งยอดนิยม ดีเซล ขับสบาย ...","95 - 100K กม.","กรุงเทพมหานคร","Toyota FORTUNER","มือสอง","เกียร์อัตโนมัติ"
"1786479242-41","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=2&page_size=26","2019 Honda CR-V 2.4 (ปี 17-21) E SUV","569,000 บาท","ผ่อน 9,XXX บาท SUV ยอดนิยม 5 ที่นั่ง ขับนุ่ม นั่งสบาย เครื่องยนต์เบนซิน 2.4 ลิตร ...","95 - 100K กม.","กรุงเทพมหานคร","Honda CR-V","มือสอง","เกียร์อัตโนมัติ"
"1786479242-42","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=2&page_size=26","2019 Honda HR-V 1.8 (ปี 14-18) E SUV","459,000 บาท","ผ่อน 7,XXX ออกรถ 999 มือแรก ประวัติเช็คศูนย์ สีเดิมบาง สปอร์ตครอสโอเวอร์ยอดนิยม ...","60 - 65K กม.","กรุงเทพมหานคร","Honda HR-V","มือสอง","เกียร์อัตโนมัติ"
"1786479242-43","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=2&page_size=26","2019 Mercedes-Benz E350 2.0 W213 (ปี 16-23) e Avantgarde S...","679,000 บาท","ผ่อน 13,xxx มือเดียว ประวัติเช็คศูนย์ รับประกันศูนย์สองปี 70,000 กิโล ...","95 - 100K กม.","กรุงเทพมหานคร","Mercedes-Benz E350","มือสอง","เกียร์อัตโนมัติ"
"1786479242-44","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=2&page_size=26","2018 Isuzu MU-X 1.9 (ปี 13-19) DVD SUV","579,000 บาท","ผ่อน 10,XXX ออกรถ 999 มือแรก ประวัติเช็คศูนย์ สีเดิมบาง 7 ที่นั่ง ขุมพลังดีเซล Ddi Blue ...","95 - 100K กม.","กรุงเทพมหานคร","Isuzu MU-X","มือสอง","เกียร์อัตโนมัติ"
"1786479242-45","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=2&page_size=26","2021 Honda City 1.0 (ปี 20-26) S+ Hatchback - ( 20-25) S  ...","389,000 บาท","ผ่อน 6,XXX ออกรถ 999 ราคา 389,000 บาท แฮทช์แบ็กทรงสปอร์ต ขับสนุก ประหยัดน้ำมัน ...","95 - 100K กม.","กรุงเทพมหานคร","Honda City","มือสอง","เกียร์อัตโนมัติ"
"1786479246-46","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2021 Isuzu MU-X 1.9 (ปี 20-26) Active SUV","649,000 บาท","ผ่อน 11,XXX บาท ออกรถ 999 มือแรก ประวัติเช็คศูนย์ สีเดิมบาง SUV 7 ที่นั่ง ...","95 - 100K กม.","กรุงเทพมหานคร","Isuzu MU-X","มือสอง","เกียร์อัตโนมัติ"
"1786479246-47","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2021 Toyota Corolla Altis 1.6 (ปี 19-25) G Sedan","399,000 บาท","ผ่อน 6,XXX ออกรถ 999 มือแรก ประวัติเช็คศูนย์ สีเดิมบาง ผ่านการตรวจโครงสร้างมาตรฐาน ...","95 - 100K กม.","กรุงเทพมหานคร","Toyota Corolla Altis","มือสอง","เกียร์อัตโนมัติ"
"1786479246-48","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2015 Ford RANGER 2.5 Open Cab (ปี 12-15) XL Pickup","199,000 บาท","ผ่อน 3,XXX ออกรถ 999 สีเดิมบาง เจ้าของเดิมใช้งานน้อยมาก สภาพสมบูรณ์ ...","5 - 10K กม.","กรุงเทพมหานคร","Ford RANGER","มือสอง","เกียร์ธรรมดา"
"1786479246-49","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2019 Toyota CAMRY 2.0 (ปี 18-24) G Sedan","589,000 บาท","ผ่อน 10,XXX.- รถสวยเดิม ประวัติเช็คศูนย์ มือแรกออกห้าง ดีไซน์สปอร์ตโฉมปัจจุบันทั้งภายนอกภา ...","95 - 100K กม.","กรุงเทพมหานคร","Toyota CAMRY","มือสอง","เกียร์อัตโนมัติ"
"1786479246-50","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2022 Honda CR-V 2.4 (ปี 17-21) E SUV","659,000 บาท","ผ่อนเพียง 11,000 บาท ออกรถ 999 บาทยอดนิยม ขับดี นั่งสบาย ห้องโดยสารกว้าง เครื่องยนต์ 2.4 ...","95 - 100K กม.","กรุงเทพมหานคร","Honda CR-V","มือสอง","เกียร์อัตโนมัติ"
"1786479246-51","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2025 Honda HR-V 1.5 (ปี 22-28) e:HEV E SUV - e HEV E","799,000 บาท","ผ่อน 12,XXX ออกรถ 999 มือแรก ประวัติเช็คศูนย์ สีเดิมบาง ไมล์น้อยมากเพียง 12,268 กม. ...","5 - 10K กม.","กรุงเทพมหานคร","Honda HR-V","มือสอง","เกียร์อัตโนมัติ"
"1786479246-52","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2024 Honda HR-V 1.5 (ปี 22-28) e:HEV EL SUV - e HEV EL","729,000 บาท","ผ่อน 12,000 ออกรถ 999 มือแรก ประวัติเช็คศูนย์ สีเดิมบาง SUV ไฮบริดยอดนิยม สีขาวสวย ...","95 - 100K กม.","กรุงเทพมหานคร","Honda HR-V","มือสอง","เกียร์อัตโนมัติ"
"1786479246-53","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2023 Mitsubishi PAJERO SPORT 2.4 (ปี 19-25) GT Plus SUV   ...","749,000 บาท","ผ่อน 12,XXX ออกรถ 999 รับประกัน 70,000 กม. SUV 7 ที่นั่ง เครื่องดีเซล 2.4 แรง ประหยัด ...","95 - 100K กม.","กรุงเทพมหานคร","Mitsubishi PAJERO SPORT","มือสอง","เกียร์อัตโนมัติ"
"1786479246-54","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2018 Mazda CX-5 2.0 (ปี 17-26) S SUV","469,000 บาท","Mazda CX-5 2.0 S 2WD | ปี : 2018 sาคา : 469,000 บาท เริ่มผ่อน : 7,xxx บาท / งวด เกียร์ : ...","135 - 140K กม.","กรุงเทพมหานคร","Mazda CX-5","มือสอง","เกียร์อัตโนมัติ"
"1786479246-55","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2018 Mazda CX-5 2.0 (ปี 17-26) SP SUV","459,000 บาท","Mazda CX-5 2.0 SP 2WD | ปีจด : 2018 sาคา Promotion : 459,000 บาท เริ่มผ่อน : 7,xxx บาท / ...","195 - 200K กม.","กรุงเทพมหานคร","Mazda CX-5","มือสอง","เกียร์อัตโนมัติ"
"1786479246-56","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2010 Honda CIVIC 1.8 FD (ปี 05-12) E Sedan","189,000 บาท","สายHondaCivicFDไม่ควรพลาด ตัวท็อปแอร์ออโต้ดิจิตอล sถในฝันของวัยรุ่นหลายๆท่าน ...","155 - 160K กม.","สมุทรปราการ","Honda CIVIC","มือสอง","เกียร์อัตโนมัติ"
"1786479246-57","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2018 Toyota Yaris Ativ 1.2 (ปี 17-22) G Sedan","329,000 บาท","รถเล็ก ผ่อนเริ่ม 5,xxx-./เดือน เครดิตดีฟรีดาวน์* รับประกัน 5 ปี มีรถให้ใช้ระหว่างซ่อม ...","130 - 135K กม.","กรุงเทพมหานคร","Toyota Yaris Ativ","มือสอง","เกียร์อัตโนมัติ"
"1786479246-58","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2021 Honda JAZZ 1.5 (ปี 14-22) V Hatchback","439,000 บาท","รถ Hatchback ผ่อนเริ่ม 7,xxx-./เดือน เครดิตดีฟรีดาวน์* รับประกัน 5 ปี ...","100 - 105K กม.","สมุทรปราการ","Honda JAZZ","มือสอง","เกียร์อัตโนมัติ"
"1786479246-59","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2017 Toyota YARIS 1.2 (ปี 17-25) E Hatchback","269,000 บาท","รถเล็ก ผ่อนเริ่ม 4,xxx-./เดือน เครดิตดีฟรีดาวน์* รับประกัน 5 ปี มีรถให้ใช้ระหว่างซ่อม ...","170 - 175K กม.","สมุทรปราการ","Toyota YARIS","มือสอง","เกียร์อัตโนมัติ"
"1786479246-60","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2023 Mitsubishi TRITON 2.5 Mega Cab (ปี 18-23) GLX Pickup ...","419,000 บาท","รถกระบะ ผ่อนเริ่ม 7,xxx-./เดือน เครดิตดีฟรีดาวน์* รับประกัน 5 ปี มีรถให้ใช้ระหว่างซ่อม ...","70 - 75K กม.","กรุงเทพมหานคร","Mitsubishi TRITON","มือสอง","เกียร์ธรรมดา"
"1786479246-61","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2023 Isuzu D-MAX 3.0 Cab-4 (ปี 19-26) Vcross M Pickup - 4W...","959,000 บาท","รถกระบะ ผ่อนเริ่ม 17,xxx-./เดือน เครดิตดีฟรีดาวน์* รับประกัน 5 ปี มีรถให้ใช้ระหว่างซ่อม ...","35 - 40K กม.","กรุงเทพมหานคร","Isuzu D-MAX","มือสอง","เกียร์อัตโนมัติ"
"1786479246-62","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2024 Honda City 1.5 (ปี 19-26) e:HEV SV Sedan - e HEV SV  ...","549,000 บาท","เก๋งเล็กใช้งานสะดวก ผ่อนเริ่ม 9,xxx-./เดือน เครดิตดีฟรีดาวน์* รับประกัน 5 ปี ...","15 - 20K กม.","กรุงเทพมหานคร","Honda City","มือสอง","เกียร์อัตโนมัติ"
"1786479246-63","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2022 Toyota Yaris Ativ 1.2 (ปี 22-28) Smart Sedan","469,000 บาท","รถซีดาน ผ่อนเริ่ม 8,xxx-./เดือน เครดิตดีฟรีดาวน์* รับประกัน 5 ปี มีรถให้ใช้ระหว่างซ่อม ...","125 - 130K กม.","กรุงเทพมหานคร","Toyota Yaris Ativ","มือสอง","เกียร์อัตโนมัติ"
"1786479246-64","https://www.one2car.com/%E0%B8%A3%E0%B8%96%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=3&page_size=26","2020 Mitsubishi PAJERO SPORT 2.4 (ปี 19-25) GT Premium SUV...","839,000 บาท","🔸CARS X คัดมาให้แล้วรถสวยคุณภาพดี MITSUBISHI PAJERO SPORT 2.4 GT PREMIUM 4WD สีขาว เกียร์ ...","145 - 150K กม.","กรุงเทพมหานคร","Mitsubishi PAJERO SPORT","มือสอง","เกียร์อัตโนมัติ"
