web_scraper_order,web_scraper_start_url,pagination,data,data2,rating,data3,data4,price,data12,data17
"1786480006-839","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=96&page_size=26","2021 BMW 330e 2.0 G20 (ปี 19-26) M Sport Sedan","รถสปอร์ตสุดเท่ ผ่อนเริ่ม 16,xxx-./เดือน เครดิตดีฟรีดาวน์* รับประกัน 5 เดือน ...","BMW 330e","81705 กม.","กรุงเทพมหานคร","959,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480006-840","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=96&page_size=26","2019 Mitsubishi PAJERO SPORT 2.4 (ปี 19-25) GT Premium SUV...","🔸CARS X คัดมาให้แล้วรถสวยคุณภาพดี MITSUBISHI PAJERO SPORT 2.4 GT PREMIUM 4WD สีขาว เกียร์ ...","Mitsubishi PAJERO SPORT","135 - 140K กม.","กรุงเทพมหานคร","829,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480006-841","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=96&page_size=26","2022 Mercedes-Benz C220 2.0 W206 (ปี 22-30) d Avantgarde S...","รถหรูผู้บริหาร ผ่อนเริ่ม 24,xxx-./เดือน เครดิตดีฟรีดาวน์* รับประกัน 5 เดือน ...","","120 - 125K กม.","กรุงเทพมหานคร","1,459,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480006-842","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=96&page_size=26","2023 Ford EVEREST 2.0 (ปี 22-28) Titanium+ SUV - Titanium ...","🔸CARS X คัดมาให้แล้วรถสวยคุณภาพดี FORD EVEREST 2.0 TITANIUM+ 4WD สีขาว เกียร์ AT ปี 2023 ...","Ford EVEREST","95 - 100K กม.","กรุงเทพมหานคร","1,199,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-843","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2022 Honda HR-V 1.5 (ปี 22-28) e:HEV EL SUV - e HEV EL","🔸CARS X คัดมาให้แล้วรถสวยคุณภาพดี HONDA HR-V 1.5 1.5 E:HEV EL สีขาว เกียร์ AT ปี 2022 ...","Honda HR-V","110 - 115K กม.","สมุทรปราการ","669,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-844","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2014 Mercedes-Benz E300 2.1 W212 (ปี 10-16) Blue TEC Hybri...","Mercedes-Benz E300 BlueTEC Hybrid Estate ปี 2014 ราคา 525,000 บาท • รถศูนย์ Mercedes-Benz ...","Mercedes-Benz E300","155 - 160K กม.","กรุงเทพมหานคร","525,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-845","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2015 Nissan X-TRAIL 2.5 (ปี 14-20) V SUV - 4WD","2015 NISSAN X-TRAIL 2.5 V 4WD ราคาเพียง 338,000 บาท . ✅ รถสวยย เจ้าของมือเดียว สภาพดี ✅ ...","Nissan X-TRAIL","155 - 160K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786480011-846","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2024 Mercedes-Benz E220 2.0 W214 (ปี 24-31) d AMG Line Sed...","Benz E220d AMG Line (Launch Edition) 2024 ออก 07/2024 ราคาดี 2,950,000 เท่านั้น - เลขไมล์ ...","Mercedes-Benz E220","25 - 30K กม.","กรุงเทพมหานคร","2,890,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-847","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2023 MG EP (ปี 20-27) Plus Wagon - 0.0","2023 MG EP PLUS ราคาเพียง 328,000 บาท . ✅ รับประกันแบตเตอรี่ 8 ปี 180,000 Km. ✅ รถสวย ...","","118600 กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786480011-848","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2019 Mazda 2 1.3 (ปี 15-25) Sports High Connect Hatchback ...","#รถบ้านมือเดียว_คันเล็กสเปกแน่น_ขับสนุก_ประหยัดน้ำมัน_สีแดงโดดเด่น_สภาพสวย ...","Mazda 2","75 - 80K กม.","เชียงใหม่","299,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-849","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2021 Honda City 1.0 (ปี 20-26) S+ Hatchback - ( 20-25) S  ...","#รถบ้าน_มือเดียว_ทรงสปอร์ต_เท่ห์สุดสุด 🤍🚗 #ปีใหม่_พร้อมใช้_ไมล์วิ่งเพียง 61,xxx กม. ...","Honda City","60 - 65K กม.","เชียงใหม่","399,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-850","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2013 Toyota Corolla Altis 1.8 (ปี 08-13) E Sedan","#รถบ้าน_พร้อมใช้งาน_เครื่องยนต์แน่น_ช่วงล่างดี_ราคาเบาๆ เข้าใหม่คร้าบบบ 🚗✨‼️ 🔴Brand ...","Toyota Corolla Altis","250 - 255K กม.","เชียงใหม่","179,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-851","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2016 Toyota Corolla Altis 1.8 (ปี 14-18) E Sedan","#สวยใส_สไตล์ผู้บริหาร_คัดมาให้แล้ว_ออกง่ายอนุมัติไว_จัดได้เต็ม เอกสารไม่ยุ่งยากครับบบ 📄✨ ...","Toyota Corolla Altis","155 - 160K กม.","เชียงใหม่","329,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-852","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2014 Mitsubishi PAJERO SPORT 2.5 (ปี 08-15) GT SUV","#Suvขับดี_นั่งสบาย_สมรรถนะเยี่ยม_ พร้อมใช้งานทันที_นัดดูและทดลองขับได้ครับ 😍✨ 🔴Brand ...","Mitsubishi PAJERO SPORT","150 - 155K กม.","เชียงใหม่","379,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-853","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2021 Toyota HILUX REVO 2.4 Smart Cab Z Edition Entry Picku...","#รถบ้าน_มือเดียว_ออกห้างป้ายแดงเชียงใหม่ ❤️❤️ #กระบะพร้อมใช้_สภาพนางฟ้า_ไมล์วิ่ง40,xxxกม. ...","Toyota HILUX REVO","40 - 45K กม.","เชียงใหม่","399,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-854","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2018 Toyota YARIS 1.2 (ปี 17-25) E Hatchback","#รถบ้าน_มือเดียว_ไมล์วิ่งเพียง78,xxxกม. 💖 #ทรงสปอร์ต_ประหยัดน้ำมัน_เจ้าของดูแลดี 😍 🔴Brand ...","Toyota YARIS","75 - 80K กม.","เชียงใหม่","299,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-855","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2009 Toyota CAMRY 2.4 (ปี 06-12) V Sedan","🔥 จ่ายแสนกว่าบาท... แต่ได้นั่งรถระดับผู้บริหาร! Toyota Camry 2.4 V (Navi) ปี 2006 ...","Toyota CAMRY","265 - 270K กม.","สมุทรปราการ","168,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-856","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2003 Toyota VIOS 1.5 (ปี 02-07) J Sedan","🔥 งบไม่ถึงแสน ได้เก๋งญี่ปุ่นสุดอึด! Toyota Vios 1.5 J ปี 2003 สีเทา ""มือเดียวป้ายแดง"" ...","Toyota VIOS","245 - 250K กม.","สมุทรปราการ","88,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-857","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2020 Toyota Yaris Ativ 1.2 (ปี 17-22) Entry Sedan","#รถปีใหม่_ประหยัดน้ำมัน_พร้อมใช้_ภายในสะอาด_เจ้าของเดิมดูแลดีมากกก 😍 🔴Brand (ยี่ห้อ) : ...","Toyota Yaris Ativ","115 - 120K กม.","เชียงใหม่","299,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480011-858","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=97&page_size=26","2020 Isuzu D-MAX 1.9 Space Cab (ปี 19-26) S Pickup","Isuzu D-Max Spacecab 1.9 Ddi S ปี 2020 กระบะดีเซลยอดนิยม สภาพพร้อมใช้งาน ขับดี ...","Isuzu D-MAX","95 - 100K กม.","กรุงเทพมหานคร","379,000 บาท","มือสอง","เกียร์ธรรมดา"
"1786480015-859","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=98&page_size=26","2019 Honda Brio 1.2 (ปี 11-16) V Hatchback","2019 HONDA BRIO 1.2 V CVT ราคาเพียง 238,000 บาท . ✅ รถสวยย สภาพดี พร้อมใช้งาน ✅ ...","Honda Brio","81508 กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786480015-860","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=98&page_size=26","2021 Toyota HILUX REVO 2.4 Double Cab Prerunner Rocco Pick...","TOYOTA HILUX REVO 2.4 PRERUNNER DOUBLE ROCCO AT 2021 ออกรถ 0 บาท รหัส 6B769 Line: ID ...","Toyota HILUX REVO","120 - 125K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786480015-861","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=98&page_size=26","2012 Honda City 1.5 (ปี 08-14) V Sedan","Honda City V 1.5 AT ปี 2012 ราคาเพียง 189,000 บาท เท่านั้น (ป้ายทะเบียนไม่ได้ให้นะค่ะ) ...","Honda City","150 - 155K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786480015-862","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=98&page_size=26","2020 Toyota Yaris Ativ 1.2 (ปี 17-22) S Sedan","TOYOTA YARIS ATIV 1.2 S AT 2020 ออกรถ 0 บาท จัดได้ 289,000 บ. Line:@bbcar04 ...","Toyota Yaris Ativ","80 - 85K กม.","กรุงเทพมหานคร","","","เกียร์อัตโนมัติ"
"1786480015-863","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=98&page_size=26","2018 Nissan URVAN 2.5 (ปี 13-25) NV350 CNG Van","🚩รุ่น2.5 เบนซิน+CNG📌รถสวยคัดพิเศษ มีใบเซอร์คุณภาพเกรด5A+(เชิญปรึกษาฟรี เช็คเครดิตฟรี ...","Nissan URVAN","110 - 115K กม.","กรุงเทพมหานคร","","","เกียร์ธรรมดา"
"1786480015-864","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=98&page_size=26","2018 Isuzu D-MAX 1.9 Cab-4 (ปี 11-17) S Pickup","ทะเบียน 9159 ปี18 Isuzu D-MAX 1.9 Cab-4 S Mt. อีซูซุ ดีแม็กซ์ 4ประตู เครื่องยนต์ 1.9 ...","Isuzu D-MAX","125 - 130K กม.","กรุงเทพมหานคร","389,000 บาท","มือสอง","เกียร์ธรรมดา"
"1786480015-865","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=98&page_size=26","2019 Toyota VELLFIRE 2.5 (ปี 15-23) Van","AIRBAG ABS เบาะหนังแท้ปรับไฟฟ้า+เมมโมรี่3จุด เบาะหลังหัวหมอนมิกกี้เม้า ก.ไฟฟ้า ซ.ล็อก ...","Toyota VELLFIRE","0 - 5K กม.","กรุงเทพมหานคร","1,389,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480015-866","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=98&page_size=26","2020 Honda ACCORD 2.0 (ปี 19-23) Hybrid Sedan","Honda Accord 2.0 Hybrid ปี 2020 • ราคาเพียง 799,000 บาท 👉 รถสภาพสวย พร้อมใช้งาน 👉 ...","Honda ACCORD","120 - 125K กม.","กรุงเทพมหานคร","799,000 บาท","มือสอง","เกียร์อัตโนมัติ"
"1786480015-867","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=51&page_size=26","https://www.one2car.com/%E0%B8%A3%E0%B8%96-%E0%B8%AA%E0%B8%B3%E0%B8%AB%E0%B8%A3%E0%B8%B1%E0%B8%9A-%E0%B8%82%E0%B8%B2%E0%B8%A2?type=used&page_number=98&page_size=26","2024 BMW X5 3.0 G05 (ปี 19-25) xDrive30d M Sport SUV - AWD...","X5 ดีเซลล้วน LCI โฉมปัจจุบัน ของหายากราคาดี 3.39 ล้าน พร้อมให้คุณเป็นเจ้าของได้แล้วที่ ...","BMW X5","65 - 70K กม.","กรุงเทพมหานคร","3,390,000 บาท","มือสอง","เกียร์อัตโนมัติ"
